"","age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
"6084",16,"Female","AU",3,4,4,4,5,4,2,2,3,4,4,3,1,4,3,0.73,0.87,0.47,0.73,0.53
"6085",24,"Male","US",1,3,4,4,3,5,2,4,3,4,3,3,3,4,3,0.53,0.8,0.6,0.67,0.67
"6086",22,"Female","GB",3,3,2,3,4,3,3,3,4,3,3,2,3,1,4,0.53,0.67,0.67,0.53,0.53
"6087",46,"Male","US",2,4,4,3,4,2,4,4,5,3,5,5,3,4,4,0.67,0.6,0.87,0.87,0.73
"6088",17,"Male","US",2,3,2,4,4,2,5,4,3,3,3,4,4,2,4,0.47,0.67,0.8,0.67,0.67
"6089",54,"Female","GB",5,5,5,1,3,1,5,5,5,3,1,5,5,5,5,1,0.33,1,0.6,1
"6090",45,"Female","US",5,5,5,3,5,3,5,5,5,4,4,1,5,5,5,1,0.73,1,0.6,1
"6091",21,"Female","US",4,4,2,4,5,4,5,3,3,4,4,5,5,4,4,0.67,0.87,0.73,0.87,0.87
"6092",43,"Female","US",1,1,1,5,5,5,1,4,1,1,5,4,4,5,2,0.2,1,0.4,0.67,0.73
"6093",18,"Male","US",2,2,1,4,3,1,4,5,3,5,4,3,3,5,4,0.33,0.53,0.8,0.8,0.8
"6094",20,"Female","US",2,4,3,4,4,4,5,5,3,4,5,4,4,4,4,0.6,0.8,0.87,0.87,0.8
"6095",17,"Female","US",2,2,2,4,4,4,3,4,3,2,3,3,5,4,5,0.4,0.8,0.67,0.53,0.93
"6096",17,"Female","PH",1,2,2,4,4,4,2,4,4,3,4,2,4,5,5,0.33,0.8,0.67,0.6,0.93
"6097",27,"Female","US",4,3,5,4,3,4,5,3,3,4,3,3,5,4,5,0.8,0.73,0.73,0.67,0.93
"6098",17,"Male","US",4,4,4,2,5,3,4,2,4,3,4,1,2,4,4,0.8,0.67,0.67,0.53,0.67
"6099",21,"Male","JO",3,4,4,1,5,2,5,5,5,4,4,4,5,5,4,0.73,0.53,1,0.8,0.93
"6100",32,"Male","US",4,4,4,3,5,2,4,5,4,3,4,4,3,5,3,0.8,0.67,0.87,0.73,0.73
"6101",28,"Female","BR",2,1,1,5,4,4,3,3,4,3,3,4,4,3,4,0.27,0.87,0.67,0.67,0.73
"6102",24,"Female","AU",3,4,5,3,4,2,5,5,5,4,5,4,5,5,5,0.8,0.6,1,0.87,1
"6103",21,"Female","US",2,2,3,4,4,4,4,5,3,4,5,4,3,4,3,0.47,0.8,0.8,0.87,0.67
"6104",19,"Female","US",1,2,5,5,5,5,2,1,5,3,4,3,4,2,4,0.53,1,0.53,0.67,0.67
"6105",16,"Male","US",2,5,2,3,2,4,4,4,2,4,4,2,3,4,4,0.6,0.6,0.67,0.67,0.73
"6106",15,"Male","US",5,5,5,5,5,5,2,2,1,1,4,3,1,1,1,1,1,0.33,0.53,0.2
"6107",13,"Male","US",1,1,5,5,5,1,5,5,1,1,5,5,1,1,5,0.47,0.73,0.73,0.73,0.47
"6108",26,"Male","NZ",1,2,2,5,5,4,4,5,3,5,5,5,5,5,5,0.33,0.93,0.8,1,1
"6109",18,"Female","US",4,5,5,2,4,2,5,5,5,3,4,2,5,5,5,0.93,0.53,1,0.6,1
"6110",29,"Male","IN",3,4,4,3,4,3,4,4,3,2,3,2,4,4,5,0.73,0.67,0.73,0.47,0.87
"6111",63,"Female","US",4,4,5,5,4,3,5,5,5,4,5,3,4,4,5,0.87,0.8,1,0.8,0.87
"6112",17,"Male","PH",2,5,2,2,4,5,3,4,4,4,5,5,4,5,5,0.6,0.73,0.73,0.93,0.93
"6113",18,"Female","US",3,5,4,4,5,4,5,5,3,3,3,3,4,4,2,0.8,0.87,0.87,0.6,0.67
"6114",17,"Male","US",3,4,5,4,4,2,4,2,3,3,4,4,3,4,4,0.8,0.67,0.6,0.73,0.73
"6115",18,"Male","CA",3,5,5,4,5,4,5,5,5,4,5,3,5,5,5,0.87,0.87,1,0.8,1
"6116",21,"Male","IN",1,3,3,2,2,3,4,3,3,3,4,2,4,2,2,0.47,0.47,0.67,0.6,0.53
"6117",22,"Male","GB",3,3,4,3,2,2,2,3,4,2,4,2,4,4,5,0.67,0.47,0.6,0.53,0.87
"6118",20,"Female","US",5,2,4,5,5,5,2,1,1,5,5,5,4,5,5,0.73,1,0.27,1,0.93
"6119",19,"Female","US",3,3,2,4,4,4,4,5,4,5,4,4,3,4,5,0.53,0.8,0.87,0.87,0.8
"6120",16,"Male","CA",4,5,5,4,5,2,5,5,5,3,5,2,4,5,5,0.93,0.73,1,0.67,0.93
"6121",23,"Female","US",3,4,4,5,5,4,5,5,5,4,5,5,5,5,4,0.73,0.93,1,0.93,0.93
"6122",28,"Female","PH",2,3,2,3,3,3,4,4,3,3,3,4,3,3,3,0.47,0.6,0.73,0.67,0.6
"6123",21,"Female","US",1,3,1,5,4,3,5,5,3,3,3,4,4,2,2,0.33,0.8,0.87,0.67,0.53
"6124",14,"Male","US",2,4,4,4,4,2,4,5,4,2,3,2,3,3,4,0.67,0.67,0.87,0.47,0.67
"6125",18,"Female","US",4,4,3,2,3,3,5,5,4,2,5,2,5,2,5,0.73,0.53,0.93,0.6,0.8
"6126",14,"Male","US",1,5,5,1,5,1,5,5,5,3,5,5,1,5,5,0.73,0.47,1,0.87,0.73
"6127",19,"Female","US",3,2,3,2,2,3,2,4,4,2,4,3,5,4,5,0.53,0.47,0.67,0.6,0.93
"6128",18,"Female","US",3,3,3,3,2,3,4,4,4,2,3,2,4,5,4,0.6,0.53,0.8,0.47,0.87
"6129",20,"Female","US",2,1,2,2,2,5,2,5,3,2,4,4,4,5,4,0.33,0.6,0.67,0.67,0.87
"6130",41,"Female","VE",3,4,4,2,4,2,4,4,4,4,4,3,3,2,2,0.73,0.53,0.8,0.73,0.47
"6131",34,"Male","US",4,2,4,2,3,3,4,4,5,3,2,2,5,4,5,0.67,0.53,0.87,0.47,0.93
"6132",60,"Female","AU",3,5,5,2,3,1,5,5,5,4,5,5,2,4,5,0.87,0.4,1,0.93,0.73
"6133",17,"Male","AU",4,5,5,2,3,2,5,4,4,2,4,2,5,4,4,0.93,0.47,0.87,0.53,0.87
"6134",18,"Female","US",1,1,1,5,5,2,1,1,1,5,5,5,1,4,1,0.2,0.8,0.2,1,0.4
"6135",27,"Female","US",1,1,3,3,5,2,3,4,4,2,4,4,4,2,3,0.33,0.67,0.73,0.67,0.6
"6136",20,"Female","PH",3,2,3,4,5,4,3,3,3,4,5,3,4,4,3,0.53,0.87,0.6,0.8,0.73
"6137",21,"Male","CA",2,3,4,5,5,3,5,5,4,4,5,3,4,4,3,0.6,0.87,0.93,0.8,0.73
"6138",15,"Female","US",4,4,3,4,4,2,4,4,2,3,5,2,5,4,5,0.73,0.67,0.67,0.67,0.93
"6139",45,"Male","US",3,4,3,2,2,2,4,4,3,4,5,4,3,4,4,0.67,0.4,0.73,0.87,0.73
"6140",29,"Male","CA",3,4,2,2,2,3,2,1,3,4,4,4,5,5,4,0.6,0.47,0.4,0.8,0.93
"6141",15,"Female","US",4,2,3,5,5,2,5,5,5,3,5,3,5,4,4,0.6,0.8,1,0.73,0.87
"6142",17,"Female","AU",2,1,4,4,5,4,5,5,5,2,4,4,5,2,4,0.47,0.87,1,0.67,0.73
"6143",25,"Male","US",2,3,5,3,4,1,5,5,5,4,5,3,5,4,5,0.67,0.53,1,0.8,0.93
"6144",55,"Female","NZ",3,4,5,3,3,3,4,4,4,3,5,3,4,3,3,0.8,0.6,0.8,0.73,0.67
"6145",50,"Female","GB",1,3,5,5,5,4,3,4,5,4,4,4,4,5,4,0.6,0.93,0.8,0.8,0.87
"6146",17,"Female","US",2,3,1,3,4,2,2,3,2,1,4,5,2,1,3,0.4,0.6,0.47,0.67,0.4
"6147",44,"Male","VN",1,4,4,3,2,2,3,5,4,5,4,4,1,4,4,0.6,0.47,0.8,0.87,0.6
"6148",19,"Male","US",1,2,1,3,4,5,2,4,2,2,4,4,4,3,4,0.27,0.8,0.53,0.67,0.73
"6149",37,"Male","US",3,5,5,5,5,2,5,4,2,2,3,2,5,2,5,0.87,0.8,0.73,0.47,0.8
"6150",54,"Female","US",3,4,5,4,2,3,3,4,4,3,5,2,3,5,4,0.8,0.6,0.73,0.67,0.8
"6151",19,"Female","US",3,2,2,2,3,2,4,5,5,4,3,4,4,4,3,0.47,0.47,0.93,0.73,0.73
"6152",45,"Female","US",1,4,5,3,4,4,5,5,5,2,4,5,4,4,4,0.67,0.73,1,0.73,0.8
"6153",47,"Female","AU",3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,0.87,0.87,1,1,1
"6154",24,"Female","IN",4,4,4,2,5,4,4,3,4,5,5,3,5,4,4,0.8,0.73,0.73,0.87,0.87
"6155",21,"Female","PH",2,3,3,4,4,3,3,4,3,4,4,4,4,4,4,0.53,0.73,0.67,0.8,0.8
"6156",17,"Female","CA",3,4,4,4,4,4,5,4,2,3,4,1,5,5,5,0.73,0.8,0.73,0.53,1
"6157",38,"Female","AU",3,3,4,3,3,3,5,5,4,4,3,3,4,4,4,0.67,0.6,0.93,0.67,0.8
"6158",22,"Male","US",2,3,4,2,1,1,4,4,5,4,5,3,4,5,5,0.6,0.27,0.87,0.8,0.93
"6159",15,"Female","AU",1,2,1,4,4,3,5,5,4,3,4,3,5,4,5,0.27,0.73,0.93,0.67,0.93
"6160",18,"Female","PH",2,5,5,3,5,3,5,5,5,3,5,5,5,5,5,0.8,0.73,1,0.87,1
"6161",16,"Female","AU",1,2,4,3,4,3,2,3,2,2,3,1,3,4,4,0.47,0.67,0.47,0.4,0.73
"6162",30,"Male","IN",4,4,4,5,5,4,4,4,4,3,3,5,5,5,5,0.8,0.93,0.8,0.73,1
"6163",21,"Female","IN",2,3,3,5,4,5,4,4,3,3,2,2,2,2,2,0.53,0.93,0.73,0.47,0.4
"6164",27,"Female","US",1,2,2,2,4,2,2,2,5,3,5,2,4,5,5,0.33,0.53,0.6,0.67,0.93
"6165",20,"Male","MY",1,3,5,4,4,5,3,5,5,3,3,5,5,5,5,0.6,0.87,0.87,0.73,1
"6166",16,"Female","US",1,3,2,4,4,3,4,4,4,4,2,2,5,3,3,0.4,0.73,0.8,0.53,0.73
"6167",20,"Female","US",2,4,5,3,4,1,5,5,4,4,4,3,5,4,4,0.73,0.53,0.93,0.73,0.87
"6168",18,"Female","AU",4,4,3,3,4,1,4,4,4,4,4,1,5,3,4,0.73,0.53,0.8,0.6,0.8
"6169",25,"Female","VN",1,4,1,4,4,5,2,5,2,3,4,5,5,4,3,0.4,0.87,0.6,0.8,0.8
"6170",20,"Male","CA",3,3,3,5,5,4,3,3,2,5,4,1,5,5,5,0.6,0.93,0.53,0.67,1
"6171",17,"Female","AU",2,5,5,3,4,3,5,4,4,4,4,4,3,5,3,0.8,0.67,0.87,0.8,0.73
"6172",24,"Female","US",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0.8,0.73,0.8,0.8,0.8
"6173",30,"Male","CA",3,1,5,5,5,4,4,5,4,2,5,2,4,5,4,0.6,0.93,0.87,0.6,0.87
"6174",16,"Female","AU",5,5,5,2,3,3,5,5,5,3,3,3,3,5,3,1,0.53,1,0.6,0.73
"6175",44,"Male","AU",3,5,3,2,2,2,5,5,5,4,5,4,5,5,5,0.73,0.4,1,0.87,1
"6176",25,"Female","IN",1,1,2,5,4,5,4,2,2,2,2,2,2,4,2,0.27,0.93,0.53,0.4,0.53
"6177",19,"Female","GB",1,1,1,5,5,5,5,4,2,3,4,3,5,3,5,0.2,1,0.73,0.67,0.87
"6178",19,"Female","IN",1,2,5,5,5,5,4,5,5,5,4,5,5,5,5,0.53,1,0.93,0.93,1
"6179",19,"Female","US",2,2,2,4,5,2,3,3,4,3,4,2,4,5,5,0.4,0.73,0.67,0.6,0.93
"6180",25,"Female","NZ",2,4,4,4,4,3,5,3,4,3,5,3,5,5,5,0.67,0.73,0.8,0.73,1
"6181",24,"Male","PH",3,2,2,1,1,5,2,3,3,4,3,1,4,5,4,0.47,0.47,0.53,0.53,0.87
"6182",18,"Male","US",2,4,2,4,5,5,5,4,1,2,4,1,5,3,5,0.53,0.93,0.67,0.47,0.87
"6183",28,"Male","CN",3,3,3,5,5,3,5,5,4,4,3,4,5,2,3,0.6,0.87,0.93,0.73,0.67
"6184",27,"Female","PK",4,4,4,4,5,5,3,5,5,3,5,5,5,5,5,0.8,0.93,0.87,0.87,1
"6185",16,"Female","US",4,1,3,5,5,2,1,4,3,2,5,1,5,3,5,0.53,0.8,0.53,0.53,0.87
"6186",16,"Male","AE",5,4,4,1,3,4,3,5,4,4,4,1,5,3,5,0.87,0.53,0.8,0.6,0.87
"6187",27,"Male","AE",2,3,3,4,4,2,5,5,5,4,3,5,3,3,3,0.53,0.67,1,0.8,0.6
"6188",20,"Female","AU",2,3,2,4,4,4,4,5,3,3,4,4,5,4,3,0.47,0.8,0.8,0.73,0.8
"6189",23,"Female","GB",4,5,5,4,4,2,4,4,4,5,5,1,3,5,4,0.93,0.67,0.8,0.73,0.8
"6190",41,"Male","AE",3,3,3,4,4,4,4,4,5,4,4,2,4,4,4,0.6,0.8,0.87,0.67,0.8
"6191",21,"Male","IN",2,3,4,5,4,5,2,3,4,4,5,2,4,5,4,0.6,0.93,0.6,0.73,0.87
"6192",34,"Female","PH",2,3,4,4,2,3,2,4,5,5,4,4,1,4,5,0.6,0.6,0.73,0.87,0.67
"6193",29,"Male","IN",3,2,2,4,3,3,4,4,5,3,3,2,4,3,4,0.47,0.67,0.87,0.53,0.73
"6194",33,"Male","NL",4,1,5,4,5,3,4,3,2,1,4,2,2,4,5,0.67,0.8,0.6,0.47,0.73
"6195",27,"Male","PK",4,4,4,4,4,2,4,5,4,4,4,3,4,4,5,0.8,0.67,0.87,0.73,0.87
"6196",26,"Female","NZ",1,3,4,4,4,3,4,4,4,3,4,4,4,5,4,0.53,0.73,0.8,0.73,0.87
"6197",21,"Female","IN",4,4,4,4,4,3,3,3,4,4,4,4,3,4,5,0.8,0.73,0.67,0.8,0.8
"6198",15,"Female","AU",1,1,1,5,5,5,2,5,1,5,5,5,5,5,5,0.2,1,0.53,1,1
"6199",38,"Male","GB",4,4,4,3,3,2,5,4,4,3,2,4,5,4,5,0.8,0.53,0.87,0.6,0.93
"6200",22,"Male","AU",4,4,2,4,4,2,5,4,5,2,3,3,5,4,5,0.67,0.67,0.93,0.53,0.93
"6201",19,"Female","GB",4,4,4,5,5,2,5,5,4,2,2,3,5,4,4,0.8,0.8,0.93,0.47,0.87
"6202",18,"Male","AE",3,4,5,4,4,2,4,4,4,4,3,4,5,5,5,0.8,0.67,0.8,0.73,1
"6203",20,"Male","AU",3,3,4,3,4,4,2,3,3,3,4,4,5,3,4,0.67,0.73,0.53,0.73,0.8
"6204",25,"Male","NL",1,2,2,2,4,5,5,5,1,4,5,3,5,5,5,0.33,0.73,0.73,0.8,1
"6205",38,"Female","DK",3,4,4,4,5,4,5,5,5,3,5,2,5,5,5,0.73,0.87,1,0.67,1
"6206",38,"Male","IN",3,2,1,2,5,5,2,5,2,2,2,4,2,4,2,0.4,0.8,0.6,0.53,0.53
"6207",18,"Female","AU",5,5,5,1,1,5,4,1,5,5,5,5,5,5,5,1,0.47,0.67,1,1
"6208",24,"Female","NL",3,4,3,4,5,5,4,4,3,4,3,4,4,4,4,0.67,0.93,0.73,0.73,0.8
"6209",24,"Female","US",2,4,4,2,5,3,5,5,4,5,5,4,4,5,3,0.67,0.67,0.93,0.93,0.8
"6210",15,"Male","AU",3,3,3,3,5,3,3,2,3,3,5,4,5,2,4,0.6,0.73,0.53,0.8,0.73
"6211",17,"Male","TH",1,3,2,5,5,2,4,4,2,4,4,2,3,2,2,0.4,0.8,0.67,0.67,0.47
"6212",17,"Male","AU",2,3,4,3,5,1,4,2,3,1,3,1,1,3,1,0.6,0.6,0.6,0.33,0.33
"6213",28,"Female","AU",2,3,3,4,4,3,5,5,4,3,4,4,5,5,4,0.53,0.73,0.93,0.73,0.93
"6214",21,"Male","PH",3,3,4,2,5,1,5,4,3,4,5,5,5,4,4,0.67,0.53,0.8,0.93,0.87
"6215",27,"Male","PK",1,1,2,1,4,5,2,4,5,1,4,1,1,5,5,0.27,0.67,0.73,0.4,0.73
"6216",39,"Male","SE",3,4,2,2,3,2,4,4,4,2,5,3,5,4,4,0.6,0.47,0.8,0.67,0.87
"6217",20,"Female","AU",2,3,3,3,3,2,2,4,3,1,4,3,2,4,2,0.53,0.53,0.6,0.53,0.53
"6218",16,"Female","PH",1,2,2,4,4,2,3,5,3,3,2,4,4,4,3,0.33,0.67,0.73,0.6,0.73
"6219",23,"Female","BA",3,5,4,1,3,1,4,3,3,5,4,4,4,4,4,0.8,0.33,0.67,0.87,0.8
"6220",1991,"Female","PH",1,2,1,2,3,3,4,5,3,4,1,5,5,3,4,0.27,0.53,0.8,0.67,0.8
"6221",21,"Female","NL",3,2,3,5,5,4,5,4,4,1,5,2,5,4,5,0.53,0.93,0.87,0.53,0.93
"6222",21,"Male","IN",1,2,1,2,4,2,3,4,3,3,4,1,3,4,3,0.27,0.53,0.67,0.53,0.67
"6223",49,"Female","GB",4,5,5,3,3,3,4,4,5,4,1,4,3,3,5,0.93,0.6,0.87,0.6,0.73
"6224",24,"Female","NO",3,2,1,5,5,1,5,5,3,1,3,3,3,2,1,0.4,0.73,0.87,0.47,0.4
"6225",20,"Female","DK",3,5,5,1,4,1,5,4,5,4,4,4,3,4,4,0.87,0.4,0.93,0.8,0.73
"6226",19,"Male","GB",2,4,4,1,2,2,5,3,4,1,3,1,4,4,5,0.67,0.33,0.8,0.33,0.87
"6227",20,"Female","AE",2,4,3,5,5,5,5,5,2,4,5,1,5,5,4,0.6,1,0.8,0.67,0.93
"6228",56,"Male","GB",2,5,5,2,5,4,5,5,5,2,5,5,5,4,5,0.8,0.73,1,0.8,0.93
"6229",41,"Male","DK",1,2,2,2,4,4,2,4,4,2,2,4,4,4,4,0.33,0.67,0.67,0.53,0.8
"6230",19,"Female","US",3,3,4,5,5,2,4,5,4,4,5,5,5,4,3,0.67,0.8,0.87,0.93,0.8
"6231",28,"Female","US",4,4,4,4,5,3,5,4,2,5,5,5,4,4,4,0.8,0.8,0.73,1,0.8
"6232",29,"Male","RO",3,5,5,1,3,2,5,4,4,4,4,5,5,5,5,0.87,0.4,0.87,0.87,1
"6233",34,"Male","GB",4,5,5,1,4,1,4,5,5,4,5,2,5,5,5,0.93,0.4,0.93,0.73,1
"6234",20,"Male","GB",2,5,1,2,2,1,3,1,2,2,2,5,4,3,3,0.53,0.33,0.4,0.6,0.67
"6235",20,"Female","GB",2,5,5,3,5,2,5,5,5,4,5,5,5,4,4,0.8,0.67,1,0.93,0.87
"6236",21,"Female","GB",4,4,5,3,4,2,5,4,4,3,5,3,5,5,5,0.87,0.6,0.87,0.73,1
"6237",30,"Female","BE",3,5,5,5,4,1,5,5,5,4,3,4,5,2,4,0.87,0.67,1,0.73,0.73
"6238",26,"Male","NG",3,3,3,3,2,2,3,3,3,3,4,4,4,4,3,0.6,0.47,0.6,0.73,0.73
"6239",43,"Male","DE",3,3,3,5,4,4,3,3,2,3,4,4,4,5,5,0.6,0.87,0.53,0.73,0.93
"6240",53,"Male","FR",1,4,5,2,3,1,1,5,5,2,5,2,5,5,5,0.67,0.4,0.73,0.6,1
"6241",38,"Female","PT",5,5,5,2,3,3,5,5,5,3,4,1,5,5,5,1,0.53,1,0.53,1
"6242",21,"Male","IN",2,2,5,1,5,4,3,5,3,2,1,3,5,2,4,0.6,0.67,0.73,0.4,0.73
"6243",33,"Male","GB",5,5,5,1,2,1,5,2,4,4,4,4,4,5,4,1,0.27,0.73,0.8,0.87
"6244",22,"Female","IN",4,2,2,5,5,4,5,5,4,3,4,5,5,1,3,0.53,0.93,0.93,0.8,0.6
"6245",31,"Female","US",5,5,5,3,2,3,4,5,5,3,4,3,5,5,5,1,0.53,0.93,0.67,1
"6246",19,"Female","GB",4,2,3,5,5,4,4,5,3,4,3,3,3,3,4,0.6,0.93,0.8,0.67,0.67
"6247",17,"Male","US",2,4,2,4,3,2,4,4,5,5,5,5,5,5,5,0.53,0.6,0.87,1,1
"6248",30,"Female","BE",4,4,4,3,5,3,4,4,4,5,5,3,5,5,5,0.8,0.73,0.8,0.87,1
"6249",27,"Male","US",5,5,5,4,5,1,5,5,5,4,5,4,4,5,5,1,0.67,1,0.87,0.93
"6250",20,"Male","FI",4,4,4,4,1,4,2,2,3,5,3,5,4,5,5,0.8,0.6,0.47,0.87,0.93
"6251",19,"Male","HK",4,3,4,2,3,2,5,2,2,2,4,2,4,3,3,0.73,0.47,0.6,0.53,0.67
"6252",22,"Male","ZA",3,4,4,2,3,1,5,4,3,5,5,5,5,4,5,0.73,0.4,0.8,1,0.93
"6253",24,"Female","PH",1,3,2,5,3,5,3,4,1,3,3,4,3,3,3,0.4,0.87,0.53,0.67,0.6
"6254",16,"Female","DE",1,2,2,4,5,4,5,2,3,5,5,5,3,5,4,0.33,0.87,0.67,1,0.8
"6255",29,"Female","LS",4,3,2,2,1,1,2,4,3,3,5,2,3,4,5,0.6,0.27,0.6,0.67,0.8
"6256",50,"Male","CA",2,2,3,4,4,4,3,3,4,4,4,3,4,5,5,0.47,0.8,0.67,0.73,0.93
"6257",26,"Female","GB",5,5,5,1,4,4,4,4,4,4,5,4,4,5,5,1,0.6,0.8,0.87,0.93
"6258",17,"Female","RO",1,4,1,5,5,3,5,5,5,3,5,3,5,4,5,0.4,0.87,1,0.73,0.93
"6259",55,"Female","GB",1,3,2,4,5,4,3,5,3,3,3,3,3,4,3,0.4,0.87,0.73,0.6,0.67
"6260",24,"Male","IN",5,5,5,3,5,3,5,5,5,4,3,3,3,5,3,1,0.73,1,0.67,0.73
"6261",37,"Male","AE",5,3,3,3,3,3,4,5,3,1,5,4,4,4,4,0.73,0.6,0.8,0.67,0.8
"6262",26,"Female","US",1,2,3,4,3,1,5,5,4,5,5,5,3,5,4,0.4,0.53,0.93,1,0.8
"6263",29,"Female","GB",1,5,4,5,5,5,5,5,2,4,5,3,5,4,4,0.67,1,0.8,0.8,0.87
"6264",23,"Male","NO",3,4,3,1,1,1,4,3,4,4,5,1,2,1,4,0.67,0.2,0.73,0.67,0.47
"6265",30,"Female","PT",4,5,5,4,2,2,5,5,5,3,4,2,4,5,5,0.93,0.53,1,0.6,0.93
"6266",22,"Female","GB",3,2,3,3,5,1,5,5,2,5,5,4,5,5,5,0.53,0.6,0.8,0.93,1
"6267",19,"Female","US",1,2,4,5,5,5,5,5,4,1,3,2,5,4,5,0.47,1,0.93,0.4,0.93
"6268",32,"Female","IN",1,5,4,2,2,1,4,4,4,2,4,3,4,3,4,0.67,0.33,0.8,0.6,0.73
"6269",25,"Male","GB",2,1,4,4,4,1,1,2,2,5,5,1,5,5,3,0.47,0.6,0.33,0.73,0.87
"6270",37,"Female","US",4,5,5,2,1,2,4,5,4,4,4,2,4,4,2,0.93,0.33,0.87,0.67,0.67
"6271",19,"Female","IN",1,1,1,5,5,5,5,5,5,1,5,1,5,1,4,0.2,1,1,0.47,0.67
"6272",22,"Female","US",3,4,3,4,4,4,4,3,4,2,2,3,3,2,2,0.67,0.8,0.73,0.47,0.47
"6273",21,"Female","US",3,4,5,4,4,1,5,5,3,2,3,5,5,4,5,0.8,0.6,0.87,0.67,0.93
"6274",17,"Female","US",4,4,5,3,4,2,4,5,5,3,5,3,5,4,5,0.87,0.6,0.93,0.73,0.93
"6275",17,"Female","US",1,1,1,5,5,4,3,3,2,4,5,5,5,5,5,0.2,0.93,0.53,0.93,1
"6276",28,"Female","IN",5,5,5,4,3,3,2,4,5,4,5,1,5,5,5,1,0.67,0.73,0.67,1
"6277",14,"Male","US",5,3,4,2,3,3,4,2,3,3,3,2,3,2,3,0.8,0.53,0.6,0.53,0.53
"6278",22,"Male","PE",3,3,2,1,1,1,2,1,5,2,2,1,5,4,3,0.53,0.2,0.53,0.33,0.8
"6279",30,"Male","US",3,5,2,2,4,1,4,4,5,5,5,5,5,5,5,0.67,0.47,0.87,1,1
"6280",44,"Female","US",2,3,4,3,5,2,5,5,5,4,3,4,5,3,3,0.6,0.67,1,0.73,0.73
"6281",17,"Female","US",5,5,5,4,5,5,5,5,4,4,4,4,4,4,3,1,0.93,0.93,0.8,0.73
"6282",58,"Male","GB",2,3,4,4,5,4,3,3,2,4,4,2,5,4,4,0.6,0.87,0.53,0.67,0.87
"6283",17,"Female","US",3,5,5,2,4,2,5,5,5,4,4,4,4,4,4,0.87,0.53,1,0.8,0.8
"6284",38,"Male","GB",2,2,3,2,2,3,3,1,2,5,5,5,5,5,5,0.47,0.47,0.4,1,1
"6285",22,"Male","US",1,1,1,4,4,3,2,1,3,3,5,2,4,4,4,0.2,0.73,0.4,0.67,0.8
"6286",41,"Female","AE",3,4,5,4,4,2,4,5,4,5,4,5,4,5,5,0.8,0.67,0.87,0.93,0.93
"6287",16,"Female","US",3,4,5,5,5,5,4,4,3,4,4,3,5,4,5,0.8,1,0.73,0.73,0.93
"6288",15,"Female","RO",2,3,3,3,2,2,5,1,4,5,5,1,5,5,5,0.53,0.47,0.67,0.73,1
"6289",18,"Male","US",2,4,5,5,5,5,4,4,3,4,3,3,3,4,4,0.73,1,0.73,0.67,0.73
"6290",54,"Male","ZA",3,4,3,2,4,2,5,5,4,4,4,1,2,3,4,0.67,0.53,0.93,0.6,0.6
"6291",19,"Female","US",2,5,2,5,5,2,5,5,3,4,4,4,5,3,5,0.6,0.8,0.87,0.8,0.87
"6292",25,"Male","US",3,5,4,3,4,3,4,3,4,5,5,4,4,4,4,0.8,0.67,0.73,0.93,0.8
"6293",19,"Female","GB",2,3,3,2,4,2,3,3,3,3,3,5,4,4,3,0.53,0.53,0.6,0.73,0.73
"6294",17,"Male","US",4,5,3,1,2,1,4,3,4,3,4,1,4,5,5,0.8,0.27,0.73,0.53,0.93
"6295",16,"Male","US",4,5,5,1,4,5,4,5,4,2,4,5,4,5,5,0.93,0.67,0.87,0.73,0.93
"6296",15,"Female","US",3,4,5,2,5,1,5,5,5,4,4,4,5,2,4,0.8,0.53,1,0.8,0.73
"6297",15,"Male","US",5,4,2,2,2,2,3,1,4,3,4,1,4,3,5,0.73,0.4,0.53,0.53,0.8
"6298",14,"Female","US",2,5,2,5,5,4,5,5,4,2,5,5,4,4,5,0.6,0.93,0.93,0.8,0.87
"6299",14,"Female","US",4,1,1,4,4,2,1,1,1,5,2,3,5,1,3,0.4,0.67,0.2,0.67,0.6
"6300",14,"Female","US",5,3,5,5,5,3,4,3,5,2,4,3,5,4,5,0.87,0.87,0.8,0.6,0.93
"6301",15,"Male","US",4,5,3,3,3,2,4,5,3,2,4,2,4,3,3,0.8,0.53,0.8,0.53,0.67
"6302",17,"Female","US",4,4,5,5,5,2,5,3,5,1,5,1,5,4,4,0.87,0.8,0.87,0.47,0.87
"6303",14,"Other","US",5,3,5,1,3,1,5,3,5,4,5,5,5,2,5,0.87,0.33,0.87,0.93,0.8
"6304",61,"Male","US",3,5,5,2,3,2,5,5,3,3,4,3,4,5,5,0.87,0.47,0.87,0.67,0.93
"6305",16,"Male","US",1,2,1,2,3,2,2,4,3,4,5,4,4,4,4,0.27,0.47,0.6,0.87,0.8
"6306",27,"Female","US",2,3,3,5,5,3,5,4,2,3,5,3,4,4,5,0.53,0.87,0.73,0.73,0.87
"6307",20,"Female","AU",4,3,5,5,5,3,3,1,3,1,1,1,5,5,5,0.8,0.87,0.47,0.2,1
"6308",31,"Male","US",2,3,2,2,5,3,4,4,4,5,5,4,2,4,2,0.47,0.67,0.8,0.93,0.53
